gameID,X,targetNum,guess
108,3,10,24
108,4,10,14
108,5,10,11
108,6,10,3
108,7,10,4
108,8,10,7
108,9,10,10
109,1,86,35
109,2,86,98
109,3,86,89
109,4,86,71
109,5,86,73
109,6,86,83
109,7,86,84
109,8,86,86
110,1,70,21
110,2,70,77
110,3,70,68
110,4,70,69
110,5,70,74
110,6,70,71
110,7,70,70
111,1,55,30
111,2,55,76
111,3,55,59
111,4,55,49
111,5,55,55
112,1,42,84
112,2,42,73
112,3,42,40
112,4,42,63
112,5,42,54
112,6,42,51
112,7,42,49
112,8,42,43
112,9,42,42
113,1,91,67
113,2,91,91
114,1,96,34
114,2,96,51
114,3,96,88
114,4,96,97
114,5,96,92
114,6,96,95
114,7,96,96
115,1,90,4
115,2,90,58
115,3,90,93
115,4,90,63
115,5,90,78
115,6,90,81
115,7,90,83
115,8,90,87
115,9,90,90
116,1,66,46
116,2,66,60
116,3,66,66
117,1,2,97
117,2,2,4
117,3,2,1
117,4,2,3
117,5,2,2
118,1,34,64
118,2,34,13
118,3,34,25
118,4,34,50
118,5,34,48
118,6,34,32
118,7,34,36
118,8,34,35
118,9,34,33
118,10,34,34
119,1,34,49
119,2,34,8
119,3,34,12
119,4,34,28
119,5,34,30
119,6,34,46
119,7,34,42
119,8,34,32
119,9,34,35
119,10,34,34
120,1,11,15
120,2,11,3
120,3,11,4
120,4,11,5
120,5,11,7
120,6,11,9
120,7,11,11
121,1,80,37
121,2,80,44
121,3,80,81
121,4,80,69
121,5,80,79
121,6,80,80
122,1,59,54
122,2,59,68
122,3,59,62
122,4,59,60
122,5,59,59
123,1,8,98
123,2,8,89
123,3,8,88
123,4,8,29
123,5,8,8
124,1,62,7
124,2,62,14
124,3,62,50
124,4,62,89
124,5,62,80
124,6,62,58
124,7,62,74
124,8,62,68
124,9,62,59
124,10,62,66
124,11,62,65
124,12,62,62
125,1,11,23
125,2,11,10
125,3,11,13
125,4,11,12
125,5,11,11
126,1,28,77
126,2,28,65
126,3,28,63
126,4,28,26
126,5,28,37
126,6,28,27
126,7,28,33
126,8,28,31
126,9,28,28
127,1,89,64
127,2,89,78
127,3,89,92
127,4,89,86
127,5,89,87
127,6,89,91
127,7,89,90
127,8,89,89
128,1,45,12
128,2,45,39
128,3,45,74
128,4,45,41
128,5,45,57
128,6,45,51
128,7,45,50
128,8,45,47
128,9,45,44
128,10,45,46
128,11,45,45
129,1,59,99
129,2,59,14
129,3,59,44
129,4,59,91
129,5,59,70
129,6,59,48
129,7,59,57
129,8,59,67
129,9,59,63
129,10,59,59
130,1,57,97
130,2,57,81
130,3,57,53
130,4,57,69
130,5,57,63
130,6,57,62
130,7,57,57
131,1,70,22
131,2,70,49
131,3,70,82
131,4,70,80
131,5,70,75
131,6,70,67
131,7,70,73
131,8,70,70
132,1,48,31
132,2,48,63
132,3,48,38
132,4,48,48
133,1,78,48
133,2,78,59
133,3,78,83
133,4,78,78
134,1,84,86
134,2,84,35
134,3,84,66
134,4,84,72
134,5,84,78
134,6,84,84
135,1,42,19
135,2,42,22
135,3,42,57
135,4,42,48
135,5,42,31
135,6,42,35
135,7,42,46
135,8,42,37
135,9,42,38
135,10,42,39
135,11,42,42
136,1,94,97
136,2,94,88
136,3,94,91
136,4,94,95
136,5,94,93
136,6,94,94
137,1,40,79
137,2,40,59
137,3,40,1
137,4,40,6
137,5,40,20
137,6,40,52
137,7,40,47
137,8,40,44
137,9,40,33
137,10,40,43
137,11,40,42
137,12,40,39
137,13,40,41
137,14,40,40
138,1,96,16
138,2,96,33
138,3,96,60
138,4,96,94
138,5,96,97
138,6,96,95
138,7,96,96
139,1,94,73
139,2,94,90
139,3,94,99
139,4,94,97
139,5,94,93
139,6,94,94
140,1,90,32
140,2,90,40
140,3,90,49
140,4,90,65
140,5,90,95
140,6,90,86
140,7,90,88
140,8,90,90
141,1,32,38
141,2,32,27
141,3,32,35
141,4,32,30
141,5,32,31
141,6,32,32
142,1,14,78
142,2,14,15
142,3,14,12
142,4,14,14
143,1,72,37
143,2,72,88
143,3,72,62
143,4,72,78
143,5,72,72
144,1,17,74
144,2,17,40
144,3,17,3
144,4,17,16
144,5,17,21
144,6,17,20
144,7,17,18
144,8,17,17
145,1,29,8
145,2,29,38
145,3,29,29
146,1,72,2
146,2,72,100
146,3,72,68
146,4,72,70
146,5,72,83
146,6,72,71
146,7,72,81
146,8,72,77
146,9,72,73
146,10,72,72
147,1,78,51
147,2,78,77
147,3,78,87
147,4,78,84
147,5,78,80
147,6,78,78
148,1,90,20
148,2,90,74
148,3,90,96
148,4,90,86
148,5,90,88
148,6,90,91
148,7,90,90
149,1,38,44
149,2,38,4
149,3,38,13
149,4,38,40
149,5,38,37
149,6,38,39
149,7,38,38
150,1,59,90
150,2,59,4
150,3,59,24
150,4,59,33
150,5,59,67
150,6,59,49
150,7,59,61
150,8,59,58
150,9,59,59
151,1,5,56
151,2,5,34
151,3,5,4
151,4,5,26
151,5,5,7
151,6,5,6
151,7,5,5
152,1,47,46
152,2,47,65
152,3,47,48
152,4,47,47
153,1,2,93
153,2,2,52
153,3,2,45
153,4,2,39
153,5,2,18
153,6,2,3
153,7,2,1
153,8,2,2
154,1,20,36
154,2,20,26
154,3,20,4
154,4,20,22
154,5,20,19
154,6,20,21
154,7,20,20
155,1,20,87
155,2,20,35
155,3,20,12
155,4,20,24
155,5,20,21
155,6,20,17
155,7,20,19
155,8,20,20
156,1,69,99
156,2,69,85
156,3,69,47
156,4,69,53
156,5,69,70
156,6,69,58
156,7,69,68
156,8,69,69
157,1,43,48
157,2,43,21
157,3,43,40
157,4,43,44
157,5,43,41
157,6,43,42
157,7,43,43
158,1,70,86
158,2,70,56
158,3,70,83
158,4,70,71
158,5,70,57
158,6,70,60
158,7,70,65
158,8,70,68
158,9,70,69
158,10,70,70
159,1,66,80
159,2,66,71
159,3,66,9
159,4,66,11
159,5,66,55
159,6,66,60
159,7,66,69
159,8,66,63
159,9,66,64
159,10,66,65
159,11,66,66
160,1,81,50
160,2,81,97
160,3,81,78
160,4,81,93
160,5,81,87
160,6,81,82
160,7,81,81
161,1,89,98
161,2,89,61
161,3,89,95
161,4,89,78
161,5,89,87
161,6,89,92
161,7,89,91
161,8,89,88
161,9,89,89
162,1,78,82
162,2,78,69
162,3,78,80
162,4,78,72
162,5,78,78
163,1,88,84
163,2,88,96
163,3,88,93
163,4,88,90
163,5,88,89
163,6,88,85
163,7,88,87
163,8,88,88
164,1,3,46
164,2,3,33
164,3,3,22
164,4,3,8
164,5,3,2
164,6,3,7
164,7,3,3
165,1,74,65
165,2,74,68
165,3,74,89
165,4,74,76
165,5,74,74
166,1,86,25
166,2,86,28
166,3,86,68
166,4,86,69
166,5,86,96
166,6,86,86
167,1,69,48
167,2,69,63
167,3,69,78
167,4,69,69
168,1,22,59
168,2,22,19
168,3,22,27
168,4,22,22
169,1,8,48
169,2,8,13
169,3,8,3
169,4,8,10
169,5,8,5
169,6,8,6
169,7,8,8
170,1,9,52
170,2,9,37
170,3,9,13
170,4,9,8
170,5,9,9
171,1,93,89
171,2,93,96
171,3,93,92
171,4,93,93
172,1,65,85
172,2,65,52
172,3,65,66
172,4,65,55
172,5,65,57
172,6,65,59
172,7,65,62
172,8,65,64
172,9,65,65
173,1,34,48
173,2,34,47
173,3,34,30
173,4,34,35
173,5,34,32
173,6,34,33
173,7,34,34
174,1,43,21
174,2,43,79
174,3,43,61
174,4,43,49
174,5,43,46
174,6,43,33
174,7,43,35
174,8,43,36
174,9,43,43
175,1,92,58
175,2,92,75
175,3,92,96
175,4,92,95
175,5,92,83
175,6,92,92
176,1,33,94
176,2,33,69
176,3,33,2
176,4,33,23
176,5,33,35
176,6,33,29
176,7,33,32
176,8,33,34
176,9,33,33
177,1,100,49
177,2,100,78
177,3,100,83
177,4,100,90
177,5,100,97
177,6,100,100
178,1,29,13
178,2,29,90
178,3,29,88
178,4,29,31
178,5,29,26
178,6,29,28
178,7,29,29
179,1,64,34
179,2,64,74
179,3,64,65
179,4,64,63
179,5,64,64
180,1,2,5
180,2,2,2
181,1,12,65
181,2,12,61
181,3,12,43
181,4,12,39
181,5,12,15
181,6,12,5
181,7,12,11
181,8,12,13
181,9,12,12
182,1,13,23
182,2,13,12
182,3,13,17
182,4,13,14
182,5,13,13
183,1,13,94
183,2,13,64
183,3,13,53
183,4,13,27
183,5,13,4
183,6,13,23
183,7,13,22
183,8,13,12
183,9,13,16
183,10,13,14
183,11,13,13
184,1,29,57
184,2,29,20
184,3,29,51
184,4,29,34
184,5,29,24
184,6,29,31
184,7,29,25
184,8,29,26
184,9,29,28
184,10,29,29
185,1,6,17
185,2,6,1
185,3,6,7
185,4,6,3
185,5,6,4
185,6,6,5
185,7,6,6
186,1,37,65
186,2,37,49
186,3,37,29
186,4,37,35
186,5,37,41
186,6,37,36
186,7,37,40
186,8,37,39
186,9,37,37
187,1,55,68
187,2,55,57
187,3,55,41
187,4,55,55
188,1,66,69
188,2,66,4
188,3,66,51
188,4,66,60
188,5,66,64
188,6,66,67
188,7,66,65
188,8,66,66
189,1,80,15
189,2,80,81
189,3,80,31
189,4,80,57
189,5,80,58
189,6,80,78
189,7,80,80
190,1,71,15
190,2,71,72
190,3,71,30
190,4,71,50
190,5,71,69
190,6,71,70
190,7,71,71
191,1,17,4
191,2,17,7
191,3,17,41
191,4,17,32
191,5,17,17
192,1,28,43
192,2,28,31
192,3,28,14
192,4,28,18
192,5,28,28
193,1,78,73
193,2,78,75
193,3,78,78
194,1,74,38
194,2,74,91
194,3,74,79
194,4,74,69
194,5,74,78
194,6,74,74
195,1,93,7
195,2,93,66
195,3,93,92
195,4,93,93
196,1,40,27
196,2,40,53
196,3,40,41
196,4,40,31
196,5,40,33
196,6,40,34
196,7,40,37
196,8,40,39
196,9,40,40
197,1,41,8
197,2,41,42
197,3,41,31
197,4,41,41
198,1,1,74
198,2,1,9
198,3,1,3
198,4,1,2
198,5,1,1
199,1,4,9
199,2,4,7
199,3,4,6
199,4,4,4
200,1,97,18
200,2,97,58
200,3,97,74
200,4,97,98
200,5,97,87
200,6,97,93
200,7,97,96
200,8,97,97
201,1,92,59
201,2,92,95
201,3,92,67
201,4,92,82
201,5,92,88
201,6,92,91
201,7,92,93
201,8,92,92
202,1,92,45
202,2,92,47
202,3,92,60
202,4,92,65
202,5,92,73
202,6,92,90
202,7,92,94
202,8,92,92
203,1,23,71
203,2,23,66
203,3,23,4
203,4,23,31
203,5,23,25
203,6,23,9
203,7,23,18
203,8,23,23
204,1,91,37
204,2,91,83
204,3,91,93
204,4,91,86
204,5,91,87
204,6,91,89
204,7,91,92
204,8,91,91
205,1,76,76
206,1,72,38
206,2,72,100
206,3,72,66
206,4,72,91
206,5,72,90
206,6,72,77
206,7,72,71
206,8,72,75
206,9,72,72
207,1,4,2
207,2,4,8
207,3,4,5
207,4,4,3
207,5,4,4
208,1,40,99
208,2,40,23
208,3,40,44
208,4,40,26
208,5,40,27
208,6,40,36
208,7,40,41
208,8,40,38
208,9,40,39
208,10,40,40
209,1,5,67
209,2,5,50
209,3,5,33
209,4,5,12
209,5,5,10
209,6,5,2
209,7,5,3
209,8,5,5
210,1,53,43
210,2,53,99
210,3,53,68
210,4,53,54
210,5,53,48
210,6,53,52
210,7,53,53
211,1,3,20
211,2,3,9
211,3,3,7
211,4,3,1
211,5,3,2
211,6,3,6
211,7,3,3
212,1,19,81
212,2,19,9
212,3,19,49
212,4,19,29
212,5,19,11
212,6,19,12
212,7,19,14
212,8,19,18
212,9,19,23
212,10,19,20
212,11,19,19
213,1,43,72
213,2,43,49
213,3,43,42
213,4,43,47
213,5,43,46
213,6,43,43
214,1,4,56
214,2,4,16
214,3,4,9
214,4,4,4
215,1,43,87
215,2,43,60
215,3,43,33
215,4,43,42
215,5,43,45
215,6,43,44
215,7,43,43
216,1,6,54
216,2,6,44
216,3,6,14
216,4,6,1
216,5,6,4
216,6,6,13
216,7,6,7
216,8,6,6
217,1,52,67
217,2,52,3
217,3,52,53
217,4,52,13
217,5,52,19
217,6,52,32
217,7,52,44
217,8,52,50
217,9,52,52
218,1,68,99
218,2,68,23
218,3,68,96
218,4,68,41
218,5,68,53
218,6,68,58
218,7,68,65
218,8,68,81
218,9,68,75
218,10,68,73
218,11,68,69
218,12,68,66
218,13,68,68
219,1,75,55
219,2,75,80
219,3,75,77
219,4,75,75
220,1,21,50
220,2,21,36
220,3,21,13
220,4,21,31
220,5,21,23
220,6,21,21
221,1,63,46
221,2,63,67
221,3,63,59
221,4,63,63
222,1,52,93
222,2,52,34
222,3,52,49
222,4,52,57
222,5,52,51
222,6,52,56
222,7,52,53
222,8,52,52
223,1,3,34
223,2,3,7
223,3,3,4
223,4,3,1
223,5,3,2
223,6,3,3
224,1,46,100
224,2,46,50
224,3,46,16
224,4,46,31
224,5,46,45
224,6,46,47
224,7,46,46
225,1,27,77
225,2,27,20
225,3,27,55
225,4,27,38
225,5,27,29
225,6,27,25
225,7,27,26
225,8,27,28
225,9,27,27
226,1,8,51
226,2,8,33
226,3,8,22
226,4,8,21
226,5,8,7
226,6,8,8
227,1,29,15
227,2,29,93
227,3,29,21
227,4,29,84
227,5,29,67
227,6,29,29
228,1,5,2
228,2,5,65
228,3,5,36
228,4,5,24
228,5,5,3
228,6,5,19
228,7,5,12
228,8,5,11
228,9,5,4
228,10,5,5
229,1,100,73
229,2,100,95
229,3,100,100
230,1,65,96
230,2,65,42
230,3,65,50
230,4,65,64
230,5,65,67
230,6,65,66
230,7,65,65
231,1,33,83
231,2,33,37
231,3,33,19
231,4,33,36
231,5,33,35
231,6,33,28
231,7,33,29
231,8,33,31
231,9,33,33
232,1,38,62
232,2,38,51
232,3,38,31
232,4,38,34
232,5,38,38
233,1,1,43
233,2,1,29
233,3,1,6
233,4,1,4
233,5,1,1
234,1,35,14
234,2,35,97
234,3,35,60
234,4,35,31
234,5,35,56
234,6,35,45
234,7,35,37
234,8,35,36
234,9,35,34
234,10,35,35
235,1,10,38
235,2,10,5
235,3,10,7
235,4,10,22
235,5,10,17
235,6,10,13
235,7,10,12
235,8,10,9
235,9,10,10
236,1,87,31
236,2,87,85
236,3,87,98
236,4,87,95
236,5,87,88
236,6,87,86
236,7,87,87
237,1,34,54
237,2,34,21
237,3,34,30
