gameID,X,targetNum,guess
3036,2,26,50
3036,3,26,44
3036,4,26,33
3036,5,26,29
3036,6,26,19
3036,7,26,22
3036,8,26,28
3036,9,26,27
3036,10,26,25
3036,11,26,26
3037,1,98,27
3037,2,98,100
3037,3,98,83
3037,4,98,94
3037,5,98,97
3037,6,98,99
3037,7,98,98
3038,1,85,52
3038,2,85,99
3038,3,85,56
3038,4,85,78
3038,5,85,81
3038,6,85,84
3038,7,85,91
3038,8,85,90
3038,9,85,87
3038,10,85,86
3038,11,85,85
3039,1,76,71
3039,2,76,77
3039,3,76,74
3039,4,76,75
3039,5,76,76
3040,1,30,22
3040,2,30,72
3040,3,30,52
3040,4,30,35
3040,5,30,24
3040,6,30,31
3040,7,30,30
3041,1,49,7
3041,2,49,41
3041,3,49,76
3041,4,49,51
3041,5,49,44
3041,6,49,50
3041,7,49,47
3041,8,49,48
3041,9,49,49
3042,1,76,11
3042,2,76,56
3042,3,76,91
3042,4,76,72
3042,5,76,76
3043,1,19,84
3043,2,19,72
3043,3,19,68
3043,4,19,48
3043,5,19,2
3043,6,19,30
3043,7,19,18
3043,8,19,28
3043,9,19,23
3043,10,19,19
3044,1,27,97
3044,2,27,94
3044,3,27,58
3044,4,27,4
3044,5,27,22
3044,6,27,35
3044,7,27,27
3045,1,35,90
3045,2,35,82
3045,3,35,62
3045,4,35,58
3045,5,35,47
3045,6,35,36
3045,7,35,15
3045,8,35,21
3045,9,35,32
3045,10,35,33
3045,11,35,34
3045,12,35,35
3046,1,82,77
3046,2,82,97
3046,3,82,89
3046,4,82,83
3046,5,82,80
3046,6,82,81
3046,7,82,82
3047,1,96,1
3047,2,96,76
3047,3,96,100
3047,4,96,78
3047,5,96,86
3047,6,96,98
3047,7,96,96
3048,1,53,4
3048,2,53,66
3048,3,53,50
3048,4,53,55
3048,5,53,53
3049,1,93,60
3049,2,93,81
3049,3,93,84
3049,4,93,90
3049,5,93,96
3049,6,93,91
3049,7,93,92
3049,8,93,93
3050,1,21,8
3050,2,21,89
3050,3,21,51
3050,4,21,47
3050,5,21,41
3050,6,21,34
3050,7,21,9
3050,8,21,14
3050,9,21,20
3050,10,21,26
3050,11,21,25
3050,12,21,23
3050,13,21,22
3050,14,21,21
3051,1,6,38
3051,2,6,23
3051,3,6,1
3051,4,6,12
3051,5,6,8
3051,6,6,5
3051,7,6,6
3052,1,27,95
3052,2,27,60
3052,3,27,31
3052,4,27,18
3052,5,27,24
3052,6,27,25
3052,7,27,29
3052,8,27,27
3053,1,84,73
3053,2,84,81
3053,3,84,86
3053,4,84,82
3053,5,84,83
3053,6,84,84
3054,1,17,31
3054,2,17,5
3054,3,17,9
3054,4,17,26
3054,5,17,15
3054,6,17,17
3055,1,3,6
3055,2,3,4
3055,3,3,3
3056,1,24,56
3056,2,24,14
3056,3,24,47
3056,4,24,32
3056,5,24,21
3056,6,24,29
3056,7,24,25
3056,8,24,24
3057,1,62,82
3057,2,62,25
3057,3,62,70
3057,4,62,68
3057,5,62,63
3057,6,62,42
3057,7,62,59
3057,8,62,60
3057,9,62,62
3058,1,23,87
3058,2,23,37
3058,3,23,28
3058,4,23,22
3058,5,23,25
3058,6,23,23
3059,1,73,13
3059,2,73,80
3059,3,73,64
3059,4,73,74
3059,5,73,72
3059,6,73,73
3060,1,68,44
3060,2,68,87
3060,3,68,73
3060,4,68,60
3060,5,68,69
3060,6,68,61
3060,7,68,62
3060,8,68,66
3060,9,68,67
3060,10,68,68
3061,1,2,41
3061,2,2,2
3062,1,32,41
3062,2,32,38
3062,3,32,34
3062,4,32,1
3062,5,32,33
3062,6,32,15
3062,7,32,27
3062,8,32,32
3063,1,27,91
3063,2,27,5
3063,3,27,42
3063,4,27,11
3063,5,27,20
3063,6,27,22
3063,7,27,27
3064,1,89,97
3064,2,89,96
3064,3,89,70
3064,4,89,81
3064,5,89,94
3064,6,89,89
3065,1,81,47
3065,2,81,64
3065,3,81,70
3065,4,81,96
3065,5,81,78
3065,6,81,92
3065,7,81,82
3065,8,81,79
3065,9,81,80
3065,10,81,81
3066,1,12,49
3066,2,12,41
3066,3,12,37
3066,4,12,16
3066,5,12,3
3066,6,12,7
3066,7,12,14
3066,8,12,12
3067,1,69,94
3067,2,69,2
3067,3,69,92
3067,4,69,71
3067,5,69,29
3067,6,69,52
3067,7,69,58
3067,8,69,60
3067,9,69,64
3067,10,69,67
3067,11,69,69
3068,1,80,69
3068,2,80,81
3068,3,80,74
3068,4,80,80
3069,1,13,5
3069,2,13,49
3069,3,13,20
3069,4,13,10
3069,5,13,11
3069,6,13,17
3069,7,13,16
3069,8,13,13
3070,1,26,85
3070,2,26,69
3070,3,26,60
3070,4,26,16
3070,5,26,20
3070,6,26,45
3070,7,26,38
3070,8,26,35
3070,9,26,23
3070,10,26,33
3070,11,26,29
3070,12,26,26
3071,1,54,46
3071,2,54,66
3071,3,54,63
3071,4,54,48
3071,5,54,58
3071,6,54,50
3071,7,54,52
3071,8,54,55
3071,9,54,54
3072,1,38,44
3072,2,38,24
3072,3,38,27
3072,4,38,37
3072,5,38,38
3073,1,72,91
3073,2,72,41
3073,3,72,67
3073,4,72,88
3073,5,72,83
3073,6,72,74
3073,7,72,73
3073,8,72,70
3073,9,72,72
3074,1,44,34
3074,2,44,62
3074,3,44,39
3074,4,44,56
3074,5,44,48
3074,6,44,41
3074,7,44,44
3075,1,94,83
3075,2,94,100
3075,3,94,84
3075,4,94,97
3075,5,94,89
3075,6,94,92
3075,7,94,95
3075,8,94,93
3075,9,94,94
3076,1,97,1
3076,2,97,16
3076,3,97,95
3076,4,97,100
3076,5,97,97
3077,1,59,67
3077,2,59,52
3077,3,59,60
3077,4,59,53
3077,5,59,59
3078,1,46,8
3078,2,46,98
3078,3,46,10
3078,4,46,20
3078,5,46,74
3078,6,46,42
3078,7,46,60
3078,8,46,47
3078,9,46,45
3078,10,46,46
3079,1,41,27
3079,2,41,88
3079,3,41,34
3079,4,41,52
3079,5,41,40
3079,6,41,44
3079,7,41,43
3079,8,41,42
3079,9,41,41
3080,1,50,85
3080,2,50,1
3080,3,50,30
3080,4,50,75
3080,5,50,33
3080,6,50,67
3080,7,50,48
3080,8,50,64
3080,9,50,50
3081,1,24,61
3081,2,24,10
3081,3,24,32
3081,4,24,12
3081,5,24,16
3081,6,24,19
3081,7,24,22
3081,8,24,30
3081,9,24,26
3081,10,24,25
3081,11,24,23
3081,12,24,24
3082,1,22,37
3082,2,22,34
3082,3,22,30
3082,4,22,20
3082,5,22,26
3082,6,22,23
3082,7,22,22
3083,1,7,10
3083,2,7,9
3083,3,7,6
3083,4,7,8
3083,5,7,7
3084,1,42,12
3084,2,42,90
3084,3,42,50
3084,4,42,41
3084,5,42,49
3084,6,42,42
3085,1,76,28
3085,2,76,72
3085,3,76,89
3085,4,76,75
3085,5,76,87
3085,6,76,82
3085,7,76,77
3085,8,76,76
3086,1,82,67
3086,2,82,94
3086,3,82,75
3086,4,82,76
3086,5,82,77
3086,6,82,90
3086,7,82,89
3086,8,82,83
3086,9,82,82
3087,1,30,5
3087,2,30,35
3087,3,30,18
3087,4,30,32
3087,5,30,27
3087,6,30,29
3087,7,30,31
3087,8,30,30
3088,1,91,98
3088,2,91,76
3088,3,91,83
3088,4,91,90
3088,5,91,93
3088,6,91,91
3089,1,47,20
3089,2,47,91
3089,3,47,47
3090,1,19,60
3090,2,19,40
3090,3,19,36
3090,4,19,4
3090,5,19,28
3090,6,19,17
3090,7,19,20
3090,8,19,18
3090,9,19,19
3091,1,48,80
3091,2,48,70
3091,3,48,37
3091,4,48,44
3091,5,48,52
3091,6,48,47
3091,7,48,51
3091,8,48,48
3092,1,52,99
3092,2,52,75
3092,3,52,4
3092,4,52,15
3092,5,52,40
3092,6,52,46
3092,7,52,54
3092,8,52,49
3092,9,52,53
3092,10,52,51
3092,11,52,52
3093,1,41,31
3093,2,41,95
3093,3,41,48
3093,4,41,32
3093,5,41,41
3094,1,99,65
3094,2,99,99
3095,1,38,3
3095,2,38,45
3095,3,38,35
3095,4,38,41
3095,5,38,40
3095,6,38,38
3096,1,17,4
3096,2,17,26
3096,3,17,8
3096,4,17,21
3096,5,17,16
3096,6,17,17
3097,1,2,73
3097,2,2,8
3097,3,2,7
3097,4,2,4
3097,5,2,3
3097,6,2,1
3097,7,2,2
3098,1,58,56
3098,2,58,95
3098,3,58,67
3098,4,58,65
3098,5,58,61
3098,6,58,58
3099,1,34,66
3099,2,34,59
3099,3,34,45
3099,4,34,19
3099,5,34,27
3099,6,34,33
3099,7,34,39
3099,8,34,34
3100,1,70,40
3100,2,70,44
3100,3,70,65
3100,4,70,72
3100,5,70,71
3100,6,70,67
3100,7,70,70
3101,1,6,46
3101,2,6,3
3101,3,6,34
3101,4,6,17
3101,5,6,10
3101,6,6,7
3101,7,6,5
3101,8,6,6
3102,1,35,47
3102,2,35,35
3103,1,50,23
3103,2,50,45
3103,3,50,75
3103,4,50,46
3103,5,50,54
3103,6,50,53
3103,7,50,50
3104,1,90,74
3104,2,90,75
3104,3,90,86
3104,4,90,98
3104,5,90,91
3104,6,90,87
3104,7,90,88
3104,8,90,89
3104,9,90,90
3105,1,72,54
3105,2,72,58
3105,3,72,94
3105,4,72,60
3105,5,72,86
3105,6,72,69
3105,7,72,76
3105,8,72,71
3105,9,72,75
3105,10,72,73
3105,11,72,72
3106,1,17,69
3106,2,17,27
3106,3,17,5
3106,4,17,11
3106,5,17,16
3106,6,17,26
3106,7,17,21
3106,8,17,17
3107,1,22,5
3107,2,22,66
3107,3,22,42
3107,4,22,39
3107,5,22,13
3107,6,22,35
3107,7,22,22
3108,1,10,86
3108,2,10,10
3109,1,96,51
3109,2,96,89
3109,3,96,96
3110,1,51,83
3110,2,51,60
3110,3,51,53
3110,4,51,23
3110,5,51,52
3110,6,51,45
3110,7,51,50
3110,8,51,51
3111,1,44,33
3111,2,44,57
3111,3,44,44
3112,1,50,62
3112,2,50,33
3112,3,50,47
3112,4,50,48
3112,5,50,57
3112,6,50,53
3112,7,50,50
3113,1,17,56
3113,2,17,36
3113,3,17,11
3113,4,17,35
3113,5,17,34
3113,6,17,30
3113,7,17,27
3113,8,17,13
3113,9,17,22
3113,10,17,18
3113,11,17,14
3113,12,17,17
3114,1,86,60
3114,2,86,98
3114,3,86,92
3114,4,86,89
3114,5,86,61
3114,6,86,88
3114,7,86,78
3114,8,86,85
3114,9,86,86
3115,1,21,37
3115,2,21,6
3115,3,21,30
3115,4,21,23
3115,5,21,9
3115,6,21,11
3115,7,21,21
3116,1,72,17
3116,2,72,77
3116,3,72,67
3116,4,72,75
3116,5,72,70
3116,6,72,74
3116,7,72,72
3117,1,83,60
3117,2,83,85
3117,3,83,78
3117,4,83,84
3117,5,83,81
3117,6,83,82
3117,7,83,83
3118,1,10,33
3118,2,10,28
3118,3,10,23
3118,4,10,19
3118,5,10,18
3118,6,10,12
3118,7,10,10
3119,1,4,61
3119,2,4,7
3119,3,4,2
3119,4,4,5
3119,5,4,3
3119,6,4,4
3120,1,42,68
3120,2,42,11
3120,3,42,15
3120,4,42,36
3120,5,42,37
3120,6,42,58
3120,7,42,38
3120,8,42,53
3120,9,42,48
3120,10,42,40
3120,11,42,47
3120,12,42,42
3121,1,33,59
3121,2,33,2
3121,3,33,9
3121,4,33,26
3121,5,33,53
3121,6,33,48
3121,7,33,42
3121,8,33,39
3121,9,33,34
3121,10,33,33
3122,1,29,78
3122,2,29,20
3122,3,29,52
3122,4,29,30
3122,5,29,24
3122,6,29,29
3123,1,2,38
3123,2,2,20
3123,3,2,3
3123,4,2,1
3123,5,2,2
3124,1,90,57
3124,2,90,64
3124,3,90,78
3124,4,90,90
3125,1,3,47
3125,2,3,42
3125,3,3,10
3125,4,3,2
3125,5,3,9
3125,6,3,3
3126,1,9,81
3126,2,9,11
3126,3,9,9
3127,1,45,97
3127,2,45,86
3127,3,45,23
3127,4,45,33
3127,5,45,34
3127,6,45,52
3127,7,45,50
3127,8,45,41
3127,9,45,44
3127,10,45,48
3127,11,45,45
3128,1,30,2
3128,2,30,82
3128,3,30,62
3128,4,30,39
3128,5,30,23
3128,6,30,31
3128,7,30,26
3128,8,30,27
3128,9,30,29
3128,10,30,30
3129,1,65,63
3129,2,65,64
3129,3,65,82
3129,4,65,79
3129,5,65,72
3129,6,65,66
3129,7,65,65
3130,1,14,57
3130,2,14,39
3130,3,14,26
3130,4,14,13
3130,5,14,21
3130,6,14,16
3130,7,14,15
3130,8,14,14
3131,1,29,36
3131,2,29,22
3131,3,29,27
3131,4,29,33
3131,5,29,29
3132,1,98,54
3132,2,98,98
3133,1,75,29
3133,2,75,41
3133,3,75,92
3133,4,75,47
3133,5,75,54
3133,6,75,59
3133,7,75,69
3133,8,75,82
3133,9,75,75
3134,1,69,68
3134,2,69,97
3134,3,69,75
3134,4,69,69
3135,1,23,74
3135,2,23,18
3135,3,23,29
3135,4,23,19
3135,5,23,20
3135,6,23,26
3135,7,23,22
3135,8,23,25
3135,9,23,24
3135,10,23,23
3136,1,29,81
3136,2,29,71
3136,3,29,41
3136,4,29,30
3136,5,29,29
3137,1,77,29
3137,2,77,39
3137,3,77,46
3137,4,77,89
3137,5,77,72
3137,6,77,88
3137,7,77,82
3137,8,77,77
3138,1,76,78
3138,2,76,61
3138,3,76,75
3138,4,76,76
3139,1,74,5
3139,2,74,91
3139,3,74,18
3139,4,74,27
3139,5,74,42
3139,6,74,75
3139,7,74,57
3139,8,74,64
3139,9,74,65
3139,10,74,72
3139,11,74,73
3139,12,74,74
3140,1,37,71
3140,2,37,20
3140,3,37,56
3140,4,37,52
3140,5,37,29
3140,6,37,46
3140,7,37,35
3140,8,37,38
3140,9,37,37
3141,1,39,36
3141,2,39,62
3141,3,39,54
3141,4,39,46
3141,5,39,42
3141,6,39,40
3141,7,39,38
3141,8,39,39
3142,1,26,87
3142,2,26,34
3142,3,26,13
3142,4,26,25
3142,5,26,27
3142,6,26,26
3143,1,37,50
3143,2,37,49
3143,3,37,33
3143,4,37,38
3143,5,37,34
3143,6,37,35
3143,7,37,37
3144,1,19,40
3144,2,19,22
3144,3,19,7
3144,4,19,16
3144,5,19,19
3145,1,6,20
3145,2,6,13
3145,3,6,6
3146,1,11,3
3146,2,11,58
3146,3,11,34
3146,4,11,13
3146,5,11,6
3146,6,11,10
3146,7,11,11
3147,1,10,50
3147,2,10,22
3147,3,10,19
3147,4,10,12
3147,5,10,9
3147,6,10,10
3148,1,66,88
3148,2,66,43
3148,3,66,68
3148,4,66,49
3148,5,66,61
3148,6,66,66
3149,1,10,20
3149,2,10,15
3149,3,10,1
3149,4,10,4
3149,5,10,11
3149,6,10,6
3149,7,10,7
3149,8,10,9
3149,9,10,10
3150,1,19,44
3150,2,19,24
3150,3,19,14
3150,4,19,20
3150,5,19,17
3150,6,19,18
3150,7,19,19
3151,1,50,100
3151,2,50,14
3151,3,50,83
3151,4,50,59
3151,5,50,27
3151,6,50,35
3151,7,50,36
3151,8,50,41
3151,9,50,56
3151,10,50,48
3151,11,50,52
3151,12,50,49
3151,13,50,51
3151,14,50,50
3152,1,94,96
3152,2,94,15
3152,3,94,90
3152,4,94,91
3152,5,94,93
3152,6,94,95
3152,7,94,94
3153,1,19,35
3153,2,19,12
3153,3,19,33
3153,4,19,28
3153,5,19,13
3153,6,19,27
3153,7,19,22
3153,8,19,14
3153,9,19,20
3153,10,19,16
3153,11,19,18
3153,12,19,19
3154,1,29,69
3154,2,29,18
3154,3,29,50
3154,4,29,38
3154,5,29,25
3154,6,29,33
3154,7,29,30
3154,8,29,26
3154,9,29,29
3155,1,78,34
3155,2,78,98
3155,3,78,63
3155,4,78,65
3155,5,78,76
3155,6,78,90
3155,7,78,84
3155,8,78,83
3155,9,78,78
3156,1,46,27
3156,2,46,94
3156,3,46,40
3156,4,46,85
3156,5,46,54
3156,6,46,43
3156,7,46,44
3156,8,46,50
3156,9,46,46
3157,1,34,6
3157,2,34,40
3157,3,34,9
3157,4,34,21
3157,5,34,38
3157,6,34,33
3157,7,34,37
3157,8,34,36
3157,9,34,34
3158,1,72,95
3158,2,72,62
3158,3,72,77
3158,4,72,71
3158,5,72,75
3158,6,72,72
3159,1,53,21
3159,2,53,91
3159,3,53,46
3159,4,53,77
3159,5,53,68
3159,6,53,62
3159,7,53,49
3159,8,53,57
3159,9,53,52
3159,10,53,56
3159,11,53,54
3159,12,53,53
3160,1,93,79
3160,2,93,95
3160,3,93,83
3160,4,93,89
3160,5,93,93
3161,1,5,92
3161,2,5,66
3161,3,5,23
3161,4,5,18
3161,5,5,4
3161,6,5,13
3161,7,5,10
3161,8,5,8
3161,9,5,7
3161,10,5,5
3162,1,30,81
3162,2,30,48
3162,3,30,11
3162,4,30,34
3162,5,30,20
3162,6,30,32
3162,7,30,24
3162,8,30,27
3162,9,30,29
3162,10,30,31
3162,11,30,30
3163,1,75,68
3163,2,75,89
3163,3,75,88
3163,4,75,70
3163,5,75,79
3163,6,75,73
3163,7,75,76
3163,8,75,75
3164,1,49,63
3164,2,49,24
3164,3,49,51
3164,4,49,28
3164,5,49,38
3164,6,49,43
3164,7,49,50
3164,8,49,46
3164,9,49,47
3164,10,49,49
3165,1,12,23
3165,2,12,11
3165,3,12,21
3165,4,12,19
3165,5,12,13
3165,6,12,12
3166,1,32,52
3166,2,32,4
3166,3,32,49
3166,4,32,37
3166,5,32,6
3166,6,32,8
3166,7,32,14
3166,8,32,28
3166,9,32,32
3167,1,62,64
3167,2,62,54
3167,3,62,58
3167,4,62,61
3167,5,62,63
3167,6,62,62
3168,1,19,28
3168,2,19,26
3168,3,19,7
3168,4,19,9
3168,5,19,10
3168,6,19,25
3168,7,19,24
3168,8,19,18
3168,9,19,20
3168,10,19,19
3169,1,67,16
3169,2,67,79
3169,3,67,77
3169,4,67,71
3169,5,67,21
3169,6,67,55
3169,7,67,59
3169,8,67,67
3170,1,27,46
3170,2,27,16
3170,3,27,18
3170,4,27,44
3170,5,27,25
3170,6,27,37
3170,7,27,30
3170,8,27,28
3170,9,27,26
3170,10,27,27
3171,1,59,42
3171,2,59,75
3171,3,59,59
3172,1,92,72
3172,2,92,92
3173,1,94,83
3173,2,94,97
3173,3,94,87
3173,4,94,88
3173,5,94,92
3173,6,94,95
3173,7,94,93
3173,8,94,94
3174,1,75,20
3174,2,75,51
3174,3,75,80
3174,4,75,62
3174,5,75,76
3174,6,75,68
3174,7,75,72
3174,8,75,75
3175,1,59,38
3175,2,59,71
3175,3,59,52
3175,4,59,65
3175,5,59,54
3175,6,59,64
3175,7,59,59
3176,1,92,85
3176,2,92,91
3176,3,92,92
3177,1,5,74
3177,2,5,47
3177,3,5,29
3177,4,5,7
3177,5,5,2
3177,6,5,6
3177,7,5,3
3177,8,5,5
3178,1,52,79
3178,2,52,60
3178,3,52,1
3178,4,52,23
3178,5,52,47
3178,6,52,58
3178,7,52,57
3178,8,52,55
3178,9,52,50
3178,10,52,52
3179,1,90,85
3179,2,90,97
3179,3,90,92
3179,4,90,91
3179,5,90,90
3180,1,51,88
3180,2,51,28
3180,3,51,62
3180,4,51,31
3180,5,51,52
3180,6,51,41
3180,7,51,46
3180,8,51,51
3181,1,77,37
3181,2,77,89
3181,3,77,45
3181,4,77,64
3181,5,77,88
3181,6,77,82
3181,7,77,68
3181,8,77,78
3181,9,77,73
3181,10,77,77
3182,1,87,39
3182,2,87,60
3182,3,87,95
3182,4,87,75
3182,5,87,76
3182,6,87,79
3182,7,87,86
3182,8,87,88
3182,9,87,87
3183,1,20,80
3183,2,20,23
3183,3,20,17
3183,4,20,21
3183,5,20,18
3183,6,20,20
3184,1,93,95
3184,2,93,28
3184,3,93,73
3184,4,93,82
3184,5,93,93
3185,1,70,15
3185,2,70,67
3185,3,70,69
3185,4,70,92
3185,5,70,71
3185,6,70,70
3186,1,74,90
3186,2,74,16
3186,3,74,86
3186,4,74,38
3186,5,74,76
3186,6,74,44
3186,7,74,66
3186,8,74,70
3186,9,74,71
3186,10,74,73
3186,11,74,75
3186,12,74,74
3187,1,24,72
3187,2,24,29
3187,3,24,24
3188,1,94,65
3188,2,94,76
3188,3,94,89
3188,4,94,99
3188,5,94,94
3189,1,26,50
3189,2,26,25
3189,3,26,44
3189,4,26,38
3189,5,26,34
3189,6,26,30
3189,7,26,29
3189,8,26,27
3189,9,26,26
3190,1,89,33
3190,2,89,58
3190,3,89,65
3190,4,89,72
3190,5,89,95
3190,6,89,73
3190,7,89,79
3190,8,89,86
3190,9,89,93
3190,10,89,89
3191,1,86,40
3191,2,86,73
3191,3,86,82
3191,4,86,89
3191,5,86,83
3191,6,86,87
3191,7,86,84
3191,8,86,85
3191,9,86,86
3192,1,39,58
3192,2,39,48
3192,3,39,16
3192,4,39,18
3192,5,39,33
3192,6,39,36
3192,7,39,41
3192,8,39,40
3192,9,39,39
3193,1,9,98
3193,2,9,8
3193,3,9,95
3193,4,9,62
3193,5,9,46
3193,6,9,43
3193,7,9,19
3193,8,9,9
3194,1,87,8
3194,2,87,88
3194,3,87,25
3194,4,87,45
3194,5,87,49
3194,6,87,84
3194,7,87,85
3194,8,87,87
3195,1,12,86
3195,2,12,65
3195,3,12,30
3195,4,12,9
3195,5,12,22
3195,6,12,11
3195,7,12,15
3195,8,12,13
3195,9,12,12
3196,1,36,96
3196,2,36,45
3196,3,36,3
3196,4,36,25
3196,5,36,35
3196,6,36,41
3196,7,36,36
3197,1,25,15
3197,2,25,92
3197,3,25,60
3197,4,25,51
3197,5,25,21
3197,6,25,25
3198,1,28,29
3198,2,28,23
3198,3,28,26
3198,4,28,27
3198,5,28,28
3199,1,1,96
3199,2,1,79
3199,3,1,60
3199,4,1,11
3199,5,1,6
3199,6,1,2
3199,7,1,1
3200,1,48,2
3200,2,48,21
3200,3,48,45
3200,4,48,81
3200,5,48,71
3200,6,48,48
3201,1,78,88
3201,2,78,67
3201,3,78,68
3201,4,78,72
3201,5,78,86
3201,6,78,85
3201,7,78,79
3201,8,78,76
3201,9,78,78
3202,1,87,85
3202,2,87,89
3202,3,87,87
3203,1,19,97
3203,2,19,41
3203,3,19,12
3203,4,19,19
3204,1,33,82
3204,2,33,10
3204,3,33,55
3204,4,33,36
3204,5,33,28
3204,6,33,33
3205,1,79,47
3205,2,79,68
3205,3,79,71
3205,4,79,74
3205,5,79,98
3205,6,79,88
3205,7,79,83
3205,8,79,76
3205,9,79,78
3205,10,79,81
3205,11,79,79
3206,1,29,12
3206,2,29,51
3206,3,29,14
3206,4,29,34
3206,5,29,18
3206,6,29,31
3206,7,29,21
3206,8,29,24
3206,9,29,26
3206,10,29,30
3206,11,29,29
3207,1,74,50
3207,2,74,69
3207,3,74,78
3207,4,74,71
3207,5,74,72
3207,6,74,74
3208,1,8,45
3208,2,8,38
3208,3,8,35
3208,4,8,18
3208,5,8,15
3208,6,8,12
3208,7,8,10
3208,8,8,8
3209,1,53,60
3209,2,53,25
3209,3,53,27
3209,4,53,50
3209,5,53,58
3209,6,53,51
3209,7,53,54
3209,8,53,53
3210,1,54,86
3210,2,54,20
3210,3,54,22
3210,4,54,31
3210,5,54,79
3210,6,54,39
3210,7,54,44
3210,8,54,72
3210,9,54,54
3211,1,93,36
3211,2,93,69
3211,3,93,90
3211,4,93,91
3211,5,93,98
3211,6,93,96
3211,7,93,94
3211,8,93,92
3211,9,93,93
3212,1,92,66
3212,2,92,69
3212,3,92,75
3212,4,92,84
3212,5,92,95
3212,6,92,90
3212,7,92,93
3212,8,92,91
3212,9,92,92
3213,1,37,44
3213,2,37,40
3213,3,37,23
3213,4,37,25
3213,5,37,34
3213,6,37,36
3213,7,37,38
3213,8,37,37
3214,1,53,94
3214,2,53,16
3214,3,53,64
3214,4,53,33
3214,5,53,55
3214,6,53,54
3214,7,53,45
3214,8,53,52
3214,9,53,53
3215,1,50,32
3215,2,50,77
3215,3,50,76
3215,4,50,75
3215,5,50,35
3215,6,50,59
3215,7,50,42
3215,8,50,45
3215,9,50,55
3215,10,50,52
3215,11,50,51
3215,12,50,46
3215,13,50,48
3215,14,50,50
3216,1,15,59
3216,2,15,53
3216,3,15,41
3216,4,15,5
3216,5,15,32
3216,6,15,10
3216,7,15,25
3216,8,15,16
3216,9,15,11
3216,10,15,13
3216,11,15,14
3216,12,15,15
3217,1,24,83
3217,2,24,55
3217,3,24,51
3217,4,24,29
3217,5,24,11
3217,6,24,15
3217,7,24,18
3217,8,24,19
3217,9,24,24
3218,1,88,55
3218,2,88,67
3218,3,88,82
3218,4,88,99
3218,5,88,88
3219,1,40,62
3219,2,40,1
3219,3,40,17
3219,4,40,25
3219,5,40,44
3219,6,40,30
3219,7,40,43
3219,8,40,40
3220,1,15,21
3220,2,15,10
3220,3,15,16
3220,4,15,13
3220,5,15,15
3221,1,25,16
3221,2,25,44
3221,3,25,40
3221,4,25,23
3221,5,25,28
3221,6,25,24
3221,7,25,26
3221,8,25,25
3222,1,22,31
3222,2,22,3
3222,3,22,8
3222,4,22,29
3222,5,22,15
3222,6,22,20
3222,7,22,21
3222,8,22,25
3222,9,22,22
3223,1,13,95
3223,2,13,26
3223,3,13,3
3223,4,13,12
3223,5,13,22
3223,6,13,19
3223,7,13,14
3223,8,13,13
3224,1,22,16
3224,2,22,57
3224,3,22,22
3225,1,5,67
3225,2,5,45
3225,3,5,33
3225,4,5,4
3225,5,5,25
3225,6,5,13
3225,7,5,5
3226,1,80,46
3226,2,80,51
3226,3,80,80
3227,1,32,67
3227,2,32,29
3227,3,32,54
3227,4,32,49
3227,5,32,35
3227,6,32,32
3228,1,90,5
3228,2,90,84
3228,3,90,98
3228,4,90,93
3228,5,90,90
3229,1,48,3
3229,2,48,15
3229,3,48,77
3229,4,48,45
3229,5,48,71
3229,6,48,47
3229,7,48,55
3229,8,48,50
3229,9,48,48
3230,1,17,49
3230,2,17,26
3230,3,17,21
3230,4,17,13
3230,5,17,16
3230,6,17,20
3230,7,17,19
3230,8,17,17
3231,1,75,94
3231,2,75,79
3231,3,75,11
3231,4,75,50
3231,5,75,69
3231,6,75,71
3231,7,75,72
3231,8,75,75
3232,1,17,1
3232,2,17,54
3232,3,17,32
3232,4,17,10
3232,5,17,24
3232,6,17,12
3232,7,17,23
3232,8,17,21
3232,9,17,14
3232,10,17,18
3232,11,17,16
3232,12,17,17
3233,1,18,45
3233,2,18,8
3233,3,18,43
3233,4,18,25
3233,5,18,14
3233,6,18,19
3233,7,18,17
3233,8,18,18
3234,1,33,71
3234,2,33,70
3234,3,33,47
3234,4,33,7
3234,5,33,13
3234,6,33,40
3234,7,33,36
3234,8,33,30
3234,9,33,34
3234,10,33,32
3234,11,33,33
3235,1,8,42
3235,2,8,12
3235,3,8,3
3235,4,8,4
3235,5,8,10
3235,6,8,9
3235,7,8,7
3235,8,8,8
3236,1,75,2
3236,2,75,82
3236,3,75,63
3236,4,75,72
3236,5,75,81
3236,6,75,77
3236,7,75,73
3236,8,75,74
3236,9,75,75
3237,1,48,25
3237,2,48,93
3237,3,48,63
3237,4,48,26
3237,5,48,44
3237,6,48,62
3237,7,48,51
3237,8,48,47
3237,9,48,49
3237,10,48,48
3238,1,32,76
3238,2,32,29
3238,3,32,59
3238,4,32,37
3238,5,32,30
3238,6,32,35
3238,7,32,31
3238,8,32,33
3238,9,32,32
3239,1,10,87
3239,2,10,74
3239,3,10,38
3239,4,10,16
3239,5,10,13
3239,6,10,3
3239,7,10,7
3239,8,10,9
3239,9,10,12
3239,10,10,11
3239,11,10,10
3240,1,37,19
3240,2,37,69
3240,3,37,58
3240,4,37,21
3240,5,37,40
3240,6,37,24
3240,7,37,30
3240,8,37,35
3240,9,37,36
3240,10,37,38
3240,11,37,37
3241,1,66,42
3241,2,66,67
3241,3,66,55
3241,4,66,61
3241,5,66,65
3241,6,66,66
3242,1,70,19
3242,2,70,43
